date,day_of_week,month,year,shift,total_arrivals,staff_on_duty,crowding_ratio,avg_wait_min,avg_los_min,admitted,discharged,left_without_seen,transferred,readmit_rate,triage_critical,triage_urgent,triage_semi_urgent,triage_non_urgent,patient_satisfaction,insured_rate,primary_diagnosis,is_holiday,is_surge_event
2023-01-08,Sunday,January,2023,Night,125,18,1.07,81.7,218.1,28,77,14,6,0.074,6,20,47,44,6.2,0.53,Respiratory,0,1
2023-01-09,Monday,January,2023,Day,193,21,1.41,89.4,161.0,33,93,19,48,0.087,10,41,89,51,6.2,0.65,Psychiatric,0,0
2023-01-10,Tuesday,January,2023,Night,180,22,1.26,109.8,221.9,30,109,19,22,0.094,9,30,75,64,6.3,0.63,Cardiac,0,0
2023-01-11,Wednesday,January,2023,Evening,170,18,1.45,94.3,173.4,42,103,25,0,0.083,8,25,81,57,5.6,0.74,Cardiac,0,0
2023-01-12,Thursday,January,2023,Day,174,19,1.41,75.3,127.8,49,113,22,0,0.089,10,39,71,46,7.0,0.58,Respiratory,0,0
2023-01-13,Friday,January,2023,Evening,180,20,1.38,91.7,144.3,51,114,23,0,0.1,4,36,87,61,6.4,0.67,Trauma,0,0
2023-01-14,Saturday,January,2023,Night,112,21,0.82,59.3,145.8,27,68,6,11,0.061,4,23,43,37,8.0,0.6,Respiratory,0,0
2023-01-15,Sunday,January,2023,Day,87,14,0.96,96.6,151.5,23,53,9,2,0.065,4,13,33,33,5.6,0.49,Cardiac,0,0
2023-01-16,Monday,January,2023,Day,201,14,2.21,123.2,254.2,51,121,35,0,0.114,5,32,79,73,4.5,0.64,Psychiatric,0,0
2023-01-17,Tuesday,January,2023,Day,183,20,1.41,90.6,138.1,32,114,24,13,0.08,5,41,78,52,6.6,0.56,Other,0,0
2023-01-18,Wednesday,January,2023,Day,170,18,1.45,82.4,116.5,41,115,18,0,0.099,8,25,71,50,6.9,0.69,Neurological,0,0
2023-01-19,Thursday,January,2023,Night,194,14,2.13,131.4,239.3,34,127,27,6,0.103,8,40,77,70,5.0,0.57,Other,0,0
2023-01-20,Friday,January,2023,Day,189,18,1.62,93.1,148.5,49,126,28,0,0.097,6,33,92,70,6.1,0.59,Cardiac,0,0
2023-01-21,Saturday,January,2023,Night,133,20,1.02,80.5,138.4,30,83,13,7,0.078,7,23,57,49,6.3,0.53,Cardiac,0,0
2023-01-22,Sunday,January,2023,Day,102,16,0.98,63.5,109.5,20,62,6,14,0.077,2,17,43,32,7.0,0.55,Psychiatric,0,1
2023-01-23,Monday,January,2023,Night,196,15,2.01,168.9,358.2,39,107,26,24,0.102,6,34,75,66,3.6,0.73,Respiratory,0,0
2023-01-24,Tuesday,January,2023,Day,187,13,2.21,102.7,153.0,35,103,27,22,0.112,4,31,93,64,6.1,0.73,Psychiatric,0,0
2023-01-25,Wednesday,January,2023,Evening,176,18,1.5,83.9,168.3,40,87,22,27,0.091,3,26,72,47,6.0,0.6,Neurological,0,0
2023-01-26,Thursday,January,2023,Night,148,18,1.26,85.0,145.4,26,86,13,23,0.087,7,31,62,40,6.0,0.61,Psychiatric,0,0
2023-01-27,Friday,January,2023,Evening,175,16,1.68,100.9,250.6,44,108,24,0,0.1,9,25,74,59,4.1,0.71,Respiratory,0,0
2023-01-28,Saturday,January,2023,Evening,118,17,1.07,73.7,154.4,23,70,7,18,0.087,4,27,49,41,6.4,0.57,Trauma,0,0
2023-01-29,Sunday,January,2023,Day,74,11,1.03,60.8,138.8,20,50,8,0,0.089,3,16,32,20,6.6,0.51,Cardiac,0,0
2023-01-30,Monday,January,2023,Evening,187,17,1.69,99.1,153.9,51,95,26,15,0.106,5,28,79,69,5.3,0.56,Neurological,0,0
2023-01-31,Tuesday,January,2023,Day,206,20,1.58,63.6,131.7,55,132,24,0,0.107,8,43,99,65,7.0,0.62,Abdominal,0,0
2023-02-01,Wednesday,February,2023,Day,159,20,1.22,69.1,102.8,27,98,20,14,0.086,9,33,73,52,6.7,0.63,Respiratory,0,0
2023-02-02,Thursday,February,2023,Day,160,22,1.12,62.7,171.7,39,97,19,5,0.08,8,23,66,54,7.2,0.63,Trauma,0,0
2023-02-03,Friday,February,2023,Day,155,16,1.49,116.7,229.7,32,99,18,6,0.083,4,27,69,46,5.9,0.55,Respiratory,0,0
2023-02-04,Saturday,February,2023,Night,116,17,1.05,80.2,167.9,28,60,13,15,0.062,4,27,51,32,7.2,0.62,Trauma,0,0
2023-02-05,Sunday,February,2023,Night,77,20,0.59,44.3,82.5,17,42,3,15,0.06,1,16,35,27,7.5,0.52,Other,0,0
2023-02-06,Monday,February,2023,Evening,239,21,1.75,108.7,232.4,84,150,30,0,0.109,9,33,98,80,4.9,0.6,Cardiac,0,0
2023-02-07,Tuesday,February,2023,Day,270,23,1.81,106.7,179.8,66,165,34,5,0.086,10,45,108,86,4.9,0.75,Abdominal,0,0
2023-02-08,Wednesday,February,2023,Night,291,14,3.2,200.5,330.1,97,162,52,0,0.135,5,64,119,90,1.0,0.55,Respiratory,0,0
2023-02-09,Thursday,February,2023,Day,288,16,2.77,140.6,346.4,76,173,51,0,0.137,9,57,126,102,4.7,0.66,Respiratory,0,0
2023-02-10,Friday,February,2023,Evening,292,12,3.74,218.5,475.1,102,151,52,0,0.15,13,44,135,84,1.0,0.63,Other,0,0
2023-02-11,Saturday,February,2023,Evening,198,16,1.9,120.2,210.5,50,131,35,0,0.088,7,46,93,55,5.2,0.52,Respiratory,0,0
2023-02-12,Sunday,February,2023,Night,144,21,1.05,95.1,200.5,43,95,17,0,0.08,5,32,69,41,6.1,0.59,Respiratory,0,0
2023-02-13,Monday,February,2023,Evening,229,15,2.35,137.4,344.8,70,118,41,0,0.126,10,36,87,63,4.6,0.69,Respiratory,0,0
2023-02-14,Tuesday,February,2023,Day,227,20,1.75,109.9,248.0,54,131,28,14,0.104,11,42,100,80,5.3,0.57,Respiratory,0,0
2023-02-15,Wednesday,February,2023,Day,250,19,2.02,112.8,238.9,92,125,36,0,0.094,13,36,104,65,4.5,0.57,Cardiac,0,0
2023-02-16,Thursday,February,2023,Night,237,19,1.92,148.3,359.5,70,146,33,0,0.1,8,47,92,80,3.9,0.71,Respiratory,0,0
2023-02-17,Friday,February,2023,Day,301,23,2.01,97.7,158.3,102,146,53,0,0.11,15,48,125,98,5.8,0.64,Neurological,0,0
2023-02-18,Saturday,February,2023,Night,157,17,1.42,100.4,221.9,49,87,16,5,0.084,7,29,64,39,5.2,0.52,Neurological,0,0
2023-02-19,Sunday,February,2023,Evening,124,16,1.19,86.4,175.0,39,78,10,0,0.09,5,20,57,37,6.0,0.54,Trauma,0,0
2023-02-20,Monday,February,2023,Evening,255,21,1.87,97.7,196.2,89,133,34,0,0.108,6,51,123,74,6.0,0.65,Trauma,0,0
2023-02-21,Tuesday,February,2023,Night,268,19,2.17,144.4,259.2,69,161,41,0,0.123,15,43,107,74,4.2,0.72,Trauma,0,0
2023-02-22,Wednesday,February,2023,Night,222,20,1.71,110.0,275.2,62,125,35,0,0.109,10,52,100,57,5.9,0.61,Respiratory,0,0
2023-02-23,Thursday,February,2023,Evening,249,17,2.25,143.3,253.7,65,161,42,0,0.12,7,38,114,70,4.7,0.73,Respiratory,0,0
2023-02-24,Friday,February,2023,Day,274,19,2.22,126.6,268.0,71,164,49,0,0.103,11,54,119,89,4.6,0.6,Cardiac,0,0
2023-02-25,Saturday,February,2023,Evening,167,16,1.61,154.8,284.2,58,92,26,0,0.099,8,23,68,62,3.7,0.55,Respiratory,0,0
2023-02-26,Sunday,February,2023,Day,125,16,1.2,71.9,105.9,45,82,12,0,0.093,3,20,54,38,6.9,0.57,Cardiac,0,0
2023-02-27,Monday,February,2023,Day,282,16,2.71,128.3,277.9,86,185,50,0,0.117,13,53,111,76,4.6,0.62,Abdominal,0,0
2023-02-28,Tuesday,February,2023,Night,228,20,1.75,104.3,212.6,59,117,26,26,0.111,11,32,99,59,5.9,0.74,Abdominal,0,0
2023-03-01,Wednesday,March,2023,Day,158,21,1.16,62.8,136.0,28,87,19,24,0.066,3,24,70,58,6.9,0.66,Abdominal,0,0
2023-03-02,Thursday,March,2023,Night,148,22,1.03,63.3,137.1,26,96,10,16,0.09,3,22,63,43,7.8,0.71,Trauma,0,0
2023-03-03,Friday,March,2023,Evening,129,20,0.99,71.9,128.1,30,72,9,18,0.073,4,27,59,45,6.6,0.57,Trauma,0,0
2023-03-04,Saturday,March,2023,Evening,77,19,0.62,66.3,113.6,21,48,3,5,0.059,1,12,30,24,8.7,0.48,Trauma,0,0
2023-03-05,Sunday,March,2023,Evening,67,18,0.57,47.0,130.7,17,45,5,0,0.072,2,11,26,17,8.2,0.67,Other,0,0
2023-03-06,Monday,March,2023,Evening,149,18,1.27,101.8,225.5,36,79,16,18,0.093,7,33,63,54,5.9,0.59,Psychiatric,0,0
2023-03-07,Tuesday,March,2023,Night,141,23,0.94,53.3,103.5,30,95,8,8,0.068,3,29,58,45,6.5,0.74,Other,0,0
2023-03-08,Wednesday,March,2023,Day,136,19,1.1,55.3,126.8,23,68,9,36,0.076,4,31,57,46,6.5,0.61,Psychiatric,0,0
2023-03-09,Thursday,March,2023,Day,151,19,1.22,72.7,137.5,44,82,13,12,0.085,7,35,62,51,6.2,0.62,Respiratory,0,0
2023-03-10,Friday,March,2023,Night,142,19,1.15,90.2,172.6,25,71,13,33,0.068,6,30,70,45,5.1,0.6,Psychiatric,0,0
2023-03-11,Saturday,March,2023,Evening,79,20,0.61,53.9,132.9,13,37,5,24,0.078,2,17,34,22,6.9,0.63,Cardiac,0,0
2023-03-12,Sunday,March,2023,Night,69,23,0.46,64.6,96.9,12,37,2,18,0.058,3,11,26,18,7.7,0.51,Neurological,0,0
2023-03-13,Monday,March,2023,Evening,130,18,1.11,76.8,134.9,23,82,13,12,0.076,6,31,58,32,6.4,0.69,Other,0,0
2023-03-14,Tuesday,March,2023,Day,164,18,1.4,90.5,190.7,45,85,20,14,0.09,4,25,76,53,6.0,0.56,Other,0,0
2023-03-15,Wednesday,March,2023,Night,154,17,1.39,97.2,139.8,28,82,22,22,0.079,6,35,64,52,5.2,0.75,Abdominal,0,0
2023-03-16,Thursday,March,2023,Day,138,15,1.42,110.8,234.8,26,69,18,25,0.083,8,26,54,51,6.6,0.59,Neurological,0,0
2023-03-17,Friday,March,2023,Night,149,14,1.64,112.3,132.0,31,92,18,8,0.092,7,21,62,48,5.7,0.63,Trauma,0,0
2023-03-18,Saturday,March,2023,Evening,87,15,0.89,54.8,111.5,25,50,5,7,0.057,4,12,35,32,7.5,0.67,Cardiac,0,0
2023-03-19,Sunday,March,2023,Evening,74,18,0.63,65.8,146.5,18,39,5,12,0.064,3,14,35,27,6.4,0.5,Abdominal,0,0
2023-03-20,Monday,March,2023,Night,124,19,1.0,85.2,170.2,21,83,9,11,0.076,6,19,47,44,6.3,0.63,Other,0,0
2023-03-21,Tuesday,March,2023,Day,144,20,1.11,72.2,130.4,36,95,13,0,0.081,6,29,64,50,6.1,0.62,Trauma,0,0
2023-03-22,Wednesday,March,2023,Day,123,19,1.0,63.4,111.6,32,61,7,23,0.085,3,18,52,35,7.4,0.6,Trauma,0,0
2023-03-23,Thursday,March,2023,Evening,138,17,1.25,72.4,143.4,37,68,13,20,0.078,6,22,61,39,7.0,0.59,Other,0,0
2023-03-24,Friday,March,2023,Night,143,20,1.1,77.6,216.4,33,69,12,29,0.082,6,24,60,39,5.5,0.63,Trauma,0,0
2023-03-25,Saturday,March,2023,Evening,80,20,0.62,38.5,89.1,20,49,3,8,0.063,4,19,31,25,8.7,0.56,Trauma,0,0
2023-03-26,Sunday,March,2023,Evening,67,16,0.64,70.4,137.4,14,38,5,10,0.064,1,12,29,21,6.3,0.6,Other,0,0
2023-03-27,Monday,March,2023,Day,149,19,1.21,75.1,164.5,42,95,12,0,0.082,5,27,57,43,7.0,0.61,Cardiac,0,0
2023-03-28,Tuesday,March,2023,Night,136,17,1.23,85.6,190.1,36,65,16,19,0.092,7,31,57,36,6.5,0.71,Other,0,0
2023-03-29,Wednesday,March,2023,Day,134,21,0.98,70.9,107.4,38,90,15,0,0.069,3,25,60,45,5.9,0.74,Respiratory,0,0
2023-03-30,Thursday,March,2023,Day,136,24,0.87,63.7,94.9,24,71,13,28,0.081,7,25,67,37,7.1,0.64,Other,0,0
2023-03-31,Friday,March,2023,Day,142,21,1.04,62.6,153.3,36,83,15,8,0.076,7,29,65,43,7.3,0.65,Trauma,0,0
2023-04-01,Saturday,April,2023,Day,87,13,1.03,52.0,138.5,15,54,8,10,0.082,4,18,37,29,6.7,0.61,Psychiatric,0,0
2023-04-02,Sunday,April,2023,Night,67,22,0.47,37.7,59.3,19,35,2,11,0.047,2,14,31,22,7.5,0.48,Abdominal,0,0
2023-04-03,Monday,April,2023,Evening,117,15,1.2,90.9,142.3,33,67,9,8,0.088,4,16,50,32,7.3,0.62,Respiratory,0,0
2023-04-04,Tuesday,April,2023,Day,142,22,0.99,62.3,145.3,38,71,8,25,0.062,5,23,60,37,7.2,0.67,Trauma,0,0
2023-04-05,Wednesday,April,2023,Evening,137,14,1.51,99.0,145.4,32,71,15,19,0.092,5,21,65,42,6.1,0.63,Trauma,0,0
2023-04-06,Thursday,April,2023,Night,118,20,0.91,64.8,95.3,35,78,11,0,0.076,3,19,56,30,6.8,0.61,Abdominal,0,0
2023-04-07,Friday,April,2023,Night,113,21,0.83,53.7,99.6,26,56,7,24,0.056,3,16,51,37,8.3,0.7,Abdominal,0,0
2023-04-08,Saturday,April,2023,Night,82,16,0.79,63.6,70.4,19,39,4,20,0.058,2,16,31,30,7.5,0.62,Psychiatric,0,0
2023-04-09,Sunday,April,2023,Day,71,20,0.55,49.1,98.3,14,35,2,20,0.067,3,14,30,25,8.1,0.53,Neurological,0,0
2023-04-10,Monday,April,2023,Day,125,19,1.01,64.3,95.8,33,76,14,2,0.077,6,25,59,40,6.8,0.73,Psychiatric,0,0
2023-04-11,Tuesday,April,2023,Evening,143,17,1.29,86.6,184.5,31,84,15,13,0.078,4,25,67,46,6.3,0.56,Other,0,0
2023-04-12,Wednesday,April,2023,Day,143,19,1.16,66.7,94.7,31,78,10,24,0.072,3,21,60,42,7.1,0.71,Psychiatric,0,0
2023-04-13,Thursday,April,2023,Day,129,13,1.53,114.2,245.7,28,85,14,2,0.087,4,26,57,35,5.6,0.57,Neurological,0,0
2023-04-14,Friday,April,2023,Evening,118,15,1.21,83.9,120.1,23,58,12,25,0.093,4,17,50,35,5.6,0.59,Other,0,0
2023-04-15,Saturday,April,2023,Night,71,16,0.68,52.2,106.8,17,34,5,15,0.071,2,13,32,26,7.4,0.54,Other,0,0
2023-04-16,Sunday,April,2023,Night,65,22,0.45,46.2,107.8,15,39,2,9,0.059,2,11,25,23,7.9,0.66,Other,0,0
2023-04-17,Monday,April,2023,Day,127,21,0.93,52.2,95.9,23,84,7,13,0.076,3,26,59,36,7.5,0.73,Abdominal,0,0
2023-04-18,Tuesday,April,2023,Night,125,21,0.92,78.1,216.7,23,80,11,11,0.062,3,24,57,37,5.7,0.64,Psychiatric,0,0
2023-04-19,Wednesday,April,2023,Day,123,13,1.46,88.7,209.1,24,75,18,6,0.085,3,27,47,32,6.3,0.58,Cardiac,0,0
2023-04-20,Thursday,April,2023,Night,107,21,0.78,80.0,121.9,28,53,10,16,0.062,3,23,46,34,7.5,0.6,Psychiatric,0,0
2023-04-21,Friday,April,2023,Day,107,15,1.1,67.9,111.8,24,67,8,8,0.086,3,18,44,29,6.7,0.74,Trauma,0,0
2023-04-22,Saturday,April,2023,Night,86,16,0.83,61.6,119.4,18,57,8,3,0.068,3,14,40,22,6.9,0.54,Other,0,0
2023-04-23,Sunday,April,2023,Day,92,16,0.88,59.4,127.1,27,46,8,11,0.084,2,14,40,23,8.1,0.62,Psychiatric,0,1
2023-04-24,Monday,April,2023,Evening,137,16,1.32,120.9,264.0,30,70,14,23,0.083,3,24,59,37,5.0,0.65,Psychiatric,0,0
2023-04-25,Tuesday,April,2023,Evening,150,18,1.28,115.2,164.0,34,73,12,31,0.08,5,23,65,42,5.3,0.68,Cardiac,0,0
2023-04-26,Wednesday,April,2023,Night,151,17,1.37,99.0,175.7,29,100,15,7,0.096,9,22,72,42,6.3,0.62,Neurological,0,0
2023-04-27,Thursday,April,2023,Day,135,12,1.73,141.9,236.7,23,77,16,19,0.092,4,20,63,39,3.9,0.56,Trauma,0,0
2023-04-28,Friday,April,2023,Evening,135,15,1.38,95.9,182.4,32,90,18,0,0.101,4,28,61,47,5.9,0.65,Trauma,0,0
2023-04-29,Saturday,April,2023,Day,76,16,0.73,43.6,98.7,13,45,5,13,0.067,3,14,34,23,8.9,0.59,Respiratory,0,0
2023-04-30,Sunday,April,2023,Evening,66,17,0.6,44.4,58.0,15,32,4,15,0.074,2,9,30,16,8.1,0.5,Respiratory,0,0
2023-05-01,Monday,May,2023,Evening,122,20,0.94,61.2,92.9,23,75,9,15,0.064,6,18,46,43,8.0,0.62,Trauma,0,0
2023-05-02,Tuesday,May,2023,Day,108,17,0.98,89.7,155.9,21,57,10,20,0.068,5,18,44,30,5.7,0.69,Respiratory,0,0
2023-05-03,Wednesday,May,2023,Evening,111,14,1.22,112.3,181.0,32,53,14,12,0.082,6,21,52,31,5.0,0.63,Abdominal,0,0
2023-05-04,Thursday,May,2023,Day,122,19,0.99,44.5,93.0,33,78,8,3,0.071,6,25,54,42,8.1,0.69,Abdominal,0,0
2023-05-05,Friday,May,2023,Night,139,15,1.43,149.3,358.6,27,76,12,24,0.091,4,24,64,38,3.0,0.64,Other,0,0
2023-05-06,Saturday,May,2023,Day,89,18,0.76,62.7,132.2,16,49,4,20,0.07,3,16,35,27,6.7,0.53,Other,0,0
2023-05-07,Sunday,May,2023,Day,57,20,0.44,38.4,77.1,17,32,4,4,0.045,1,8,24,21,8.2,0.63,Psychiatric,0,0
2023-05-08,Monday,May,2023,Day,145,19,1.17,71.2,150.9,41,83,17,4,0.086,6,23,61,51,7.3,0.68,Other,0,0
2023-05-09,Tuesday,May,2023,Night,130,20,1.0,85.1,212.4,26,75,14,15,0.078,7,20,63,47,6.6,0.59,Cardiac,0,0
2023-05-10,Wednesday,May,2023,Night,110,14,1.21,68.1,92.7,23,61,13,13,0.077,5,22,45,34,7.5,0.64,Trauma,0,0
2023-05-11,Thursday,May,2023,Night,99,14,1.09,87.4,176.5,28,66,6,0,0.084,4,17,41,25,5.8,0.71,Respiratory,0,0
2023-05-12,Friday,May,2023,Night,124,18,1.06,88.0,126.7,35,78,14,0,0.09,3,22,57,45,4.6,0.58,Trauma,0,0
2023-05-13,Saturday,May,2023,Evening,81,18,0.69,47.6,113.1,21,51,3,6,0.061,3,16,34,28,7.8,0.64,Abdominal,0,0
2023-05-14,Sunday,May,2023,Night,65,15,0.67,66.4,77.4,12,35,5,13,0.073,1,11,24,18,7.1,0.54,Abdominal,0,0
2023-05-15,Monday,May,2023,Evening,142,16,1.37,81.6,157.3,28,81,14,19,0.081,4,33,58,40,5.8,0.56,Trauma,0,0
2023-05-16,Tuesday,May,2023,Night,209,22,1.46,101.4,252.5,39,133,23,14,0.078,9,32,94,78,5.7,0.74,Psychiatric,0,1
2023-05-17,Wednesday,May,2023,Evening,132,23,0.88,67.7,133.2,31,81,9,11,0.077,5,30,62,43,7.0,0.56,Cardiac,0,0
2023-05-18,Thursday,May,2023,Night,106,21,0.78,62.9,87.5,27,70,9,0,0.07,2,16,52,33,6.6,0.74,Trauma,0,0
2023-05-19,Friday,May,2023,Evening,107,20,0.82,67.2,134.3,22,63,10,12,0.084,4,20,48,33,6.4,0.75,Trauma,0,0
2023-05-20,Saturday,May,2023,Evening,67,20,0.52,58.7,101.6,16,32,5,14,0.047,2,11,26,16,7.8,0.63,Other,0,0
2023-05-21,Sunday,May,2023,Night,62,17,0.56,53.8,120.5,16,39,2,5,0.069,2,13,28,15,7.6,0.56,Psychiatric,0,0
2023-05-22,Monday,May,2023,Night,123,21,0.9,80.6,105.9,36,62,6,19,0.071,7,29,59,37,6.1,0.72,Abdominal,0,0
2023-05-23,Tuesday,May,2023,Day,133,21,0.97,80.6,179.8,30,88,13,2,0.086,6,28,57,43,6.2,0.72,Trauma,0,0
2023-05-24,Wednesday,May,2023,Evening,126,19,1.02,74.6,90.7,35,77,12,2,0.066,3,28,58,38,6.7,0.62,Respiratory,0,0
2023-05-25,Thursday,May,2023,Day,118,14,1.3,90.2,189.3,33,66,14,5,0.098,7,21,53,30,5.7,0.7,Respiratory,0,0
2023-05-26,Friday,May,2023,Evening,108,16,1.04,61.6,157.4,23,61,8,16,0.088,3,20,53,39,7.5,0.73,Neurological,0,0
2023-05-27,Saturday,May,2023,Evening,83,18,0.71,68.1,115.5,18,42,6,17,0.055,2,19,37,31,6.0,0.53,Psychiatric,0,0
2023-05-28,Sunday,May,2023,Day,58,17,0.52,43.0,63.5,17,28,2,11,0.066,3,9,28,17,7.9,0.58,Respiratory,0,0
2023-05-29,Monday,May,2023,Night,126,19,1.02,79.4,159.2,28,66,15,17,0.071,3,19,52,35,6.4,0.63,Other,0,0
2023-05-30,Tuesday,May,2023,Day,118,16,1.13,66.8,152.6,30,78,12,0,0.073,3,18,47,30,6.4,0.69,Trauma,0,0
2023-05-31,Wednesday,May,2023,Day,105,12,1.35,97.1,148.4,21,67,12,5,0.088,2,18,43,31,5.9,0.67,Respiratory,0,0
2023-06-01,Thursday,June,2023,Night,102,17,0.92,72.7,139.5,19,60,10,13,0.084,2,21,40,28,5.8,0.73,Abdominal,0,0
2023-06-02,Friday,June,2023,Evening,109,21,0.8,67.0,144.4,19,70,7,13,0.081,4,17,47,33,6.8,0.68,Neurological,0,0
2023-06-03,Saturday,June,2023,Day,72,18,0.62,44.7,108.7,13,35,5,19,0.055,3,15,32,24,8.0,0.49,Trauma,0,0
2023-06-04,Sunday,June,2023,Day,52,18,0.44,47.8,144.9,13,30,2,7,0.045,1,8,22,17,7.1,0.48,Trauma,0,0
2023-06-05,Monday,June,2023,Day,121,19,0.98,61.0,138.2,22,71,9,19,0.074,5,21,49,35,7.3,0.63,Respiratory,0,0
2023-06-06,Tuesday,June,2023,Evening,132,18,1.13,78.3,121.2,32,70,10,20,0.089,3,24,56,41,6.1,0.71,Abdominal,0,0
2023-06-07,Wednesday,June,2023,Day,104,17,0.94,57.9,135.2,30,70,10,0,0.081,4,14,48,33,8.5,0.74,Neurological,0,0
2023-06-08,Thursday,June,2023,Evening,107,20,0.82,70.7,80.7,24,68,10,5,0.058,5,24,52,28,6.6,0.61,Psychiatric,0,0
2023-06-09,Friday,June,2023,Evening,120,20,0.92,61.6,139.4,24,77,8,11,0.075,6,26,55,34,7.0,0.74,Abdominal,0,0
2023-06-10,Saturday,June,2023,Day,76,19,0.62,31.8,54.6,13,38,3,22,0.052,4,16,37,25,9.6,0.57,Abdominal,0,0
2023-06-11,Sunday,June,2023,Day,59,19,0.48,23.8,49.2,10,32,4,13,0.063,2,12,27,17,8.6,0.6,Other,0,0
2023-06-12,Monday,June,2023,Night,127,15,1.3,96.7,212.7,28,64,12,23,0.078,2,25,51,45,6.0,0.74,Respiratory,0,0
2023-06-13,Tuesday,June,2023,Day,107,21,0.78,38.7,94.4,19,64,9,15,0.075,3,18,46,28,10.0,0.72,Respiratory,0,0
2023-06-14,Wednesday,June,2023,Day,122,17,1.1,72.8,117.6,25,72,13,12,0.072,3,25,46,45,6.6,0.64,Trauma,0,0
2023-06-15,Thursday,June,2023,Night,105,18,0.9,67.5,186.1,24,67,8,6,0.081,4,21,41,27,6.5,0.64,Abdominal,0,0
2023-06-16,Friday,June,2023,Evening,127,20,0.98,71.2,137.8,25,68,13,21,0.087,6,28,55,33,7.5,0.58,Cardiac,0,0
2023-06-17,Saturday,June,2023,Night,87,20,0.67,57.2,99.9,21,50,7,9,0.07,4,13,33,32,8.2,0.66,Cardiac,0,0
2023-06-18,Sunday,June,2023,Night,65,18,0.56,54.3,79.8,13,31,4,17,0.058,2,14,29,17,6.5,0.61,Trauma,0,0
2023-06-19,Monday,June,2023,Day,124,19,1.0,74.1,142.3,34,82,12,0,0.081,5,21,57,32,6.6,0.61,Psychiatric,0,0
2023-06-20,Tuesday,June,2023,Evening,121,19,0.98,70.1,103.7,25,70,12,14,0.079,2,18,53,42,7.3,0.72,Respiratory,0,0
2023-06-21,Wednesday,June,2023,Day,100,8,1.92,135.1,283.9,21,54,16,9,0.105,2,23,49,34,3.9,0.65,Neurological,0,0
2023-06-22,Thursday,June,2023,Day,116,20,0.89,66.0,123.4,28,56,9,23,0.071,5,25,46,30,7.4,0.63,Respiratory,0,0
2023-06-23,Friday,June,2023,Evening,116,22,0.81,59.0,86.2,28,78,10,0,0.066,4,23,54,43,8.2,0.58,Respiratory,0,0
2023-06-24,Saturday,June,2023,Day,70,19,0.57,37.9,61.9,15,37,4,14,0.062,2,13,33,17,7.6,0.53,Neurological,0,0
2023-06-25,Sunday,June,2023,Night,56,20,0.43,43.9,112.5,12,35,1,8,0.043,3,12,26,20,8.4,0.52,Respiratory,0,0
2023-06-26,Monday,June,2023,Day,119,20,0.92,46.5,148.1,33,59,9,18,0.069,6,25,53,37,6.6,0.65,Cardiac,0,0
2023-06-27,Tuesday,June,2023,Night,126,18,1.08,87.9,175.3,28,73,10,15,0.079,4,23,57,35,6.8,0.7,Respiratory,0,0
2023-06-28,Wednesday,June,2023,Evening,116,19,0.94,71.4,91.6,30,77,9,0,0.076,3,25,51,29,6.6,0.72,Psychiatric,0,0
2023-06-29,Thursday,June,2023,Day,102,20,0.78,56.6,113.6,28,60,7,7,0.062,6,22,47,30,6.6,0.61,Respiratory,0,0
2023-06-30,Friday,June,2023,Night,110,18,0.94,86.3,216.7,30,58,8,14,0.079,3,22,48,29,5.7,0.74,Neurological,0,0
2023-07-01,Saturday,July,2023,Day,73,22,0.51,66.3,131.3,21,36,5,11,0.049,3,13,33,22,6.8,0.49,Respiratory,0,0
2023-07-02,Sunday,July,2023,Evening,59,18,0.5,47.4,113.8,16,31,3,9,0.051,2,12,28,14,8.7,0.61,Abdominal,0,0
2023-07-03,Monday,July,2023,Day,169,19,1.37,81.4,163.7,37,86,22,24,0.09,6,35,76,50,6.7,0.69,Neurological,0,1
2023-07-04,Tuesday,July,2023,Night,151,19,1.22,86.0,229.1,42,79,17,13,0.087,4,33,65,42,5.7,0.6,Cardiac,1,0
2023-07-05,Wednesday,July,2023,Night,114,21,0.84,82.7,173.2,27,69,11,7,0.072,6,18,50,35,6.2,0.6,Cardiac,0,0
2023-07-06,Thursday,July,2023,Night,102,16,0.98,87.7,215.5,18,57,10,17,0.082,4,22,47,34,5.7,0.7,Respiratory,0,0
2023-07-07,Friday,July,2023,Day,112,15,1.15,66.1,119.6,28,70,9,5,0.075,2,16,44,32,6.6,0.64,Psychiatric,0,0
2023-07-08,Saturday,July,2023,Day,84,18,0.72,51.8,126.2,15,46,6,17,0.08,2,15,37,23,8.0,0.51,Other,0,0
2023-07-09,Sunday,July,2023,Day,63,19,0.51,36.4,44.4,14,31,1,17,0.047,1,12,27,21,7.5,0.49,Other,0,0
2023-07-10,Monday,July,2023,Day,112,13,1.33,73.7,145.3,32,56,12,12,0.087,3,16,43,38,8.2,0.64,Respiratory,0,0
2023-07-11,Tuesday,July,2023,Day,110,22,0.77,40.0,70.9,21,53,8,28,0.068,3,21,53,27,8.7,0.58,Trauma,0,0
2023-07-12,Wednesday,July,2023,Day,120,20,0.92,59.7,135.6,27,72,7,14,0.074,3,28,58,39,7.2,0.63,Abdominal,0,0
2023-07-13,Thursday,July,2023,Evening,102,15,1.05,78.2,124.6,28,57,11,6,0.064,5,20,43,38,6.8,0.62,Other,0,0
